Sit,La-shevet,לָשֶׁבֶת,Yoshev/Yoshevet,יוֹשֵׁב/יוֹשֶׁבֶת,Yoshvim/Yoshvot,יוֹשְׁבִים/יוֹשְׁבוֹת,Sit,Yashavti,יָשַׁבְתִּי,Yashavta,יָשַׁבְתָּ,Yashavt,יָשַׁבְתְּ,Yashavtem,יְשַׁבְתֶּם,Yashavten,יְשַׁבְתֶּן,Yashvu,יָשְׁבוּ,Yashvu,יָשְׁבוּ,Yashav,יָשַׁב,Yashva,יָשְׁבָה,Yashavnu,יָשַׁבְנוּ
Smell,Le-har-iach,לְהָרִיחַ,Meriach/Mericha,מֵרִיחַ/מְרִיחָה,Merichim/Merichot,מְרִיחִים/מְרִיחוֹת,Smell,Hirachti,הֵרַחְתִּי,Hirachta,הֵרַחְתָּ,Hiracht,הֵרַחְתְּ,Hirachtem,הֵרַחְתֶּם,Hirachten,הֵרַחְתֶּן,Hirichu,הֵרִיחוּ,Hirichu,הֵרִיחוּ,Heriach,הֵרִיחַ,Hiricha,הֵרִיחָה,Hirachnu,הֵרַחְנוּ
Speak/Talk,Ledaber,לְדַבֵּר,Medaber/Medaberet,מְדַבֵּר/מְדַבֶּרֶת,Medabrim/Medabrot,מְדַבְּרִים/מְדַבְּרוֹת,Speak/Talk,Dibarti,דִּבַּרְתִּי,Dibarta,דִּבַּרְתָּ,Dibart,דִּבַּרְתְּ,Dibartem,דִּבַּרְתֶּם,Dibarten,דִּבַּרְתֶּן,Dibru,דִּבְּרוּ,Dibru,דִּבְּרוּ,Diber,דִּבֵּר,Dibra,דִּבְּרָה,Dibarnu,דִּבַּרְנוּ
Stand,La-amod,לַעֲמוֹד,Omed/Omedet,עוֹמֵד/עוֹמֶדֶת,Omdim/Omdot,עוֹמְדִים/עוֹמְדוֹת,Stand,Amadti,עָמַדְתִּי,Amadta,עָמַדְתָּ,Amadt,עָמַדְתְּ,Amadtem,עֲמַדְתֶּם,Amadten,עֲמַדְתֶּן,Amdu,עָמְדוּ,Amdu,עָמְדוּ,Amad,עָמַד,Amda,עָמְדָה,Amadnu,עָמַדְנוּ
Stare,Liv-hot,לִבְהוֹת,Bo-he/Bo-ha,בּוֹהֶה/בּוֹהָה,Bohim/Bohot,בּוֹהִים/בּוֹהוֹת,Stare,Hibitּי,הִבַּטְתִּי,Hibita,הִבַּטְתָּ,Hibit,הִבַּטְתְּ,Hibitem,הִבַּטְתֶּם,Hibiten,הִבַּטְתֶּן,Hibitu,הִבִּיטוּ,Hibitu,הִבִּיטוּ,Hibit,הִבִּיט,Hibita,הִבִּיטָה,Hibatnu,הִבַּטְנוּ
Stay,Le-hishaer,לְהִשָּׁאֵר,Nish-ar/Nish-eret,נִשְׁאָר/נִשְׁאֶרֶת,Nisharim/Nisharot,נִשְׁאָרִים/נִשְׁאָרוֹת,Stay,Nisharti,נִשְׁאַרְתִּי,Nisharta,נִשְׁאַרְתָּ,Nishart,נִשְׁאַרְתְּ,Nishartem,נִשְׁאַרְתֶּם,Nisharten,נִשְׁאַרְתֶּן,Nisharu,נִשְׁאֲרוּ,Nisharu,נִשְׁאֲרוּ,Nishאר,נִשְׁאַר,Nish'ara,נִשְׁאֲרָה,Nisharnu,נִשְׁאַרְנוּ
Steal,Lig-nov,לִגְנוֹב,Gonev/Gonevet,גּוֹנֵב/גּוֹנֶבֶת,Gonvim/Gonvot,גּוֹנְבִים/גּוֹנְבוֹת,Steal,Ganavti,גָּנַבְתִּי,Ganavta,גָּנַבְתָּ,Ganavt,גָּנַבְתְּ,Ganavtem,גְּנַבְתֶּם,Ganavten,גְּנַבְתֶּן,Ganvu,גָּנְבוּ,Ganvu,גָּנְבוּ,Ganav,גָּנַב,Ganva,גָּנְבָה,Ganavnu,גָּנַבְנוּ
Stop,La-atzor,לַעֲצֹר,Otzer/Otzeret,עוֹצֵר/עוֹצֶרֶת,Otzrim/Otzrot,עוֹצְרִים/עוֹצְרוֹת,Stop,Atzarti,עָצַרְתִּי,Atzarta,עָצַרְתָּ,Atzart,עָצַרְתְּ,Atzartem,עֲצַרְתֶּם,Atzarten,עֲצַרְתֶּן,Atzru,עָצְרוּ,Atzru,עָצְרוּ,Atzar,עָצַר,Atzra,עָצְרָה,Atzarnu,עָצַרְנוּ
Support,Lit-moch,לִתְמוֹךְ,Tomech/Tomechet,תּוֹמֵךְ/תּוֹמֶכֶת,Tomchim/Tomchot,תּוֹמְכִים/תּוֹמְכוֹת,Support,Tamachti,תָּמַכְתִּי,Tamachta,תָּמַכְתָּ,Tamacht,תָּמַכְתְּ,Tamachtem,תְּמַכְתֶּם,Tamachten,תְּמַכְתֶּן,Tamchu,תָּמְכוּ,Tamchu,תָּמְכוּ,Tamach,תָּמַךְ,Tamcha,תָּמְכָה,Tamachnu,תָּמַכְנוּ
Swim,Lis-chot,לִשְׂחוֹת,Soche/Socha,שׂוֹחֶה/שׂוֹחָה,Sochim/Sochot,שׂוֹחִים/שׂוֹחוֹת,Swim,Sachti,שָׂחְתִּי,Sachta,שָׂחְתָּ,Sacht,שָׂחְתְּ,Sachtem,שַׂחְתֶּם,Sachten,שַׂחְתֶּן,Sachu,שָׂחוּ,Sachu,שָׂחוּ,Sach,שָׂח,Sacha,שָׂחָה,Sachnu,שָׂחְנוּ
Take,La-kachat,לָקַחַת,Lokeach/Lokachat,לוֹקֵחַ/לוֹקַחַת,Lokchim/Lokchot,לוֹקְחִים/לוֹקְחוֹת,Take,Lakachti,לָקַחְתִּי,Lakachta,לָקַחְתָּ,Lakacht,לָקַחְתְּ,Lakachtem,לְקַחְתֶּם,Lakachten,לְקַחְתֶּן,Lakchu,לָקְחוּ,Lakchu,לָקְחוּ,Lakach,לָקַח,Lakcha,לָקְחָה,Lakachnu,לָקַחְנוּ
Taste,Lit-om,לִטְעוֹם,Toem/Toemet,טוֹעֵם/טוֹעֶמֶת,Toamim/Toamot,טוֹעֲמִים/טוֹעֲמוֹת,Taste,Ta'amti,טָעַמְתִּי,Ta'amta,טָעַמְתָּ,Ta'amt,טָעַמְתְּ,Ta'amtem,טְעַמְתֶּם,Ta'amten,טְעַמְתֶּן,Ta'amu,טָעֲמוּ,Ta'amu,טָעֲמוּ,Ta'am,טָעַם,Ta'ama,טָעֲמָה,Ta'amnu,טָעַמְנוּ
Teach,Le-lamed,לְלַמֵּד,Melamed/Melamedet,מְלַמֵּד/מְלַמֶּדֶת,Melamdim/Melamdot,מְלַמְּדִים/מְלַמְּדוֹת,Teach,Limadti,לִמַּדְתִּי,Limadta,לִמַּדְתָּ,Limadt,לִמַּדְתְּ,Limadtem,לִמַּדְתֶּם,Limadten,לִמַּדְתֶּן,Limdu,לִמְּדוּ,Limdu,לִמְּדוּ,Limed,לִמֵּד,Limda,לִמְּדָה,Limadnu,לִמַּדְנוּ
Tell,Le-saper,לְסַפֵּר,Mesaper/Mesaperet,מְסַפֵּר/מְסַפֶּרֶת,Mesaprim/Mesaprot,מְסַפְּרִים/מְסַפְּרוֹת,Tell,Siparti,סִפַּרְתִּי,Siparta,סִפַּרְתָּ,Sipart,סִפַּרְתְּ,Sipartem,סִפַּרְתֶּם,Siparten,סִפַּרְתֶּן,Sipru,סִפְּרוּ,Sipru,סִפְּרוּ,Siper,סִפֵּר,Sipra,סִפְּרָה,Siparnu,סִפַּרְנוּ
Think,Lach-shov,לַחְשׁוֹב,Choshev/Choshevet,חוֹשֵׁב/חוֹשֶׁבֶת,Choshvim/Choshvot,חוֹשְׁבִים/חוֹשְׁבוֹת,Think,Chashavti,חָשַׁבְתִּי,Chashavta,חָשַׁבְתָּ,Chashavt,חָשַׁבְתְּ,Chashavtem,חֲשַׁבְתֶּם,Chashavten,חֲשַׁבְתֶּן,Chashvu,חָשְׁבוּ,Chashvu,חָשְׁבוּ,Chashav,חָשַׁב,Chashva,חָשְׁבָה,Chashavnu,חָשַׁבְנוּ
Throw,Liz-rok,לִזְרוֹק,Zorek/Zoreket,זוֹרֵק/זוֹרֶקֶת,Zorkim/Zorkot,זוֹרְקִים/זוֹרְקוֹת,Throw,Zarakti,זָרַקְתִּי,Zarakta,זָרַקְתָּ,Zarakt,זָרַקְתְּ,Zaraktem,זְרַקְתֶּם,Zarakten,זְרַקְתֶּן,Zarku,זָרְקוּ,Zarku,זָרְקוּ,Zarak,זָרַק,Zarka,זָרְקָה,Zaraknu,זָרַקְנוּ
Touch,La-gaat,לָגַעַת,Nogea/Nogaat,נוֹגֵעַ/נוֹגַעַת,Nogim/Nogot,נוֹגְעִים/נוֹגְעוֹת,Touch,Ga'ati,נָגַעְתִּי,Ga'ata,נָגַעְתָּ,Ga'at,נָגַעְתְּ,Ga'atem,נְגַעְתֶּם,Ga'aten,נְגַעְתֶּן,Ga'u,נָגְעוּ,Ga'u,נָגְעוּ,Naga,נָגַע,Naga'a,נָגְעָה,Naga'nu,נָגַעְנוּ
Travel,Lin-soa,לִנְסוֹעַ,Nosea/Nosaat,נוֹסֵעַ/נוֹסַעַת,Nosim/Nosot,נוֹסְעִים/נוֹסְעוֹת,Travel,Nasati,נָסַעְתִּי,Nasata,נָסַעְתָּ,Nasat,נָסַעְתְּ,Nasatem,נְסַעְתֶּם,Nasaten,נְסַעְתֶּן,Nasu,נָסְעוּ,Nasu,נָסְעוּ,Nasa,נָסַע,Nasa'a,נָסְעָה,Nasanu,נָסַעְנוּ
Try,Le-nasot,לְנַסּוֹת,Mena-se/Mena-sa,מְנַסֶּה/מְנַסָּה,Menassim/Menasot,מְנַסִּים/מְנַסּוֹת,Try,Nisiti,נִסִּיתִי,Nisita,נִסִּיתָ,Nisit,נִסִּית,Nisitem,נִסִּיתֶם,Nisiten,נִסִּיתֶן,Nisu,נִסּוּ,Nisu,נִסּוּ,Nisa,נִסָּה,Nista,נִסְּתָה,Nisinu,נִסִּינוּ
Understand,La-havin,לְהָבִין,Mevin/Mevina,מֵבִין/מְבִינָה,Mevinim/Mevinot,מְבִינִים/מְבִינוֹת,Understand,Hevanti,הֵבַנְתִּי,Hevanta,הֵבַנְתָּ,Hevant,הֵבַנְתְּ,Hevantem,הֲבַנְתֶּם,Hevanten,הֲבַנְתֶּן,Hevinu,הֵבִינוּ,Hevinu,הֵבִינוּ,Hevin,הֵבִין,Hevina,הֵבִינָה,Hevannu,הֵבַנּוּ
Use,Le-hishtamesh,לְהִשְׁתַּמֵּשׁ,Mishtamesh/Mishtameshet,מִשְׁתַּמֵּשׁ/מִשְׁתַּמֶּשֶׁת,Mishtamshim/Mishtamshot,מִשְׁתַּמְּשִׁים/מִשְׁתַּמְּשׁוֹת,Use,Hishtamashti,הִשְׁתַּמַּשְׁתִּי,Hishtamashta,הִשְׁתַּמַּשְׁתָּ,Hishtamasht,הִשְׁתַּמַּשְׁתְּ,Hishtamashtem,הִשְׁתַּמַּשְׁתֶּם,Hishtamashten,הִשְׁתַּמַּשְׁתֶּן,Hishtamshu,הִשְׁתַּמְּשׁוּ,Hishtamshu,הִשְׁתַּמְּשׁוּ,Hishtamesh,הִשְׁתַּמֵּשׁ,Hishtamsha,הִשְׁתַּמְּשָׁה,Hishtamasנו,הִשְׁתַּמַּשְׁנוּ
Visit,Le-vaker,לְבַקֵּר,Mevaker/Mevakeret,מְבַקֵּר/מְבַקֶּרֶת,Mevakerim/Mevakerot,מְבַקְּרִים/מְבַקְּרוֹת,Visit,Bikarti,בִּקַּרְתִּי,Bikarta,בִּקַּרְתָּ,Bikart,בִּקַּרְתְּ,Bikartem,בִּקַּרְתֶּם,Bikarten,בִּקַּרְתֶּן,Bikru,בִּקְּרוּ,Bikru,בִּקְּרוּ,Biker,בִּקֵּר,Bikra,בִּקְּרָה,Bikarnu,בִּקַּרְנוּ
Want,Lirtzot,לִרְצוֹת,Rotze/Rotza,רוֹצֶה/רוֹצָה,Rotzim/Rotzot,רוֹצִים/רוֹצוֹת,Want,Ratziti,רָצִיתִי,Ratzita,רָצִיתָ,Ratzit,רָצִית,Ratzitem,רְצִיתֶם,Ratziten,רְצִיתֶן,Ratzu,רָצוּ,Ratzu,רָצוּ,Ratza,רָצָה,Ratzta,רָצְתָה,Ratzinu,רָצִינוּ
Watch,Litz-pot,לִצְפּוֹת,Tzofe/Tzofa,צוֹפֶה/צוֹפָה,Tzofim/Tzofot,צוֹפִים/צוֹפוֹת,Watch,Tzafiti,צָפִיתִי,Tzafita,צָפִיתָ,Tzafit,צָפִית,Tzafitem,צְפִיתֶם,Tzafiten,צְפִיתֶן,Tzafu,צָפוּ,Tzafu,צָפוּ,Tzafa,צָפָה,Tzafta,צָפְתָה,Tzafinu,צָפִינוּ
Wear,Lil-bosh,לִלְבּוֹשׁ,Lovesh/Loveshet,לוֹבֵשׁ/לוֹבֶשֶׁת,Lovshim/Lovshot,לוֹבְשִׁים/לוֹבְשׁוֹת,Wear,Lavashti,לָבַשְׁתִּי,Lavashta,לָבַשְׁתָּ,Lavasht,לָבַשְׁתְּ,Lavashtem,לְבַשְׁתֶּם,Lavashten,לְבַשְׁתֶּן,Lavshu,לָבְשׁוּ,Lavshu,לָבְשׁוּ,Lavash,לָבַשׁ,Lavsha,לָבְשָׁה,Lavashnu,לָבַשְׁנוּ
Wear (shoes),Lin-ol,לִנְעֹל,Noel/Noelet,נוֹעֵל/נוֹעֶלֶת,Noalim/Noalot,נוֹעֲלִים/נוֹעֲלוֹת,Wear (shoes),Na'alti,נָעַלְתִּי,Na'alta,נָעַלְתָּ,Na'alt,נָעַלְתְּ,Na'altem,נְעַלְתֶּם,Na'alten,נְעַלְתֶּן,Na'alu,נָעֲלוּ,Na'alu,נָעֲלוּ,Na'al,נָעַל,Na'ala,נָעֲלָה,Na'alnu,נָעַלְנוּ
Wish,Le-achel,לְאַחֵל,Meachel/Meachelet,מְאַחֵל/מְאַחֶלֶת,Meachlim/Meachlot,מְאַחֲלִים/מְאַחֲלוֹת,Wish,Ichalti,אִחַלְתִּי,Ichalta,אִחַלְתָּ,Ichalt,אִחַלְתְּ,Ichaltem,אִחַלְתֶּם,Ichalten,אִחַלְתֶּן,Ichalu,אִחֲלוּ,Ichalu,אִחֲלוּ,Ichal,אִחֵל,Ichala,אִחֲלָה,Ichalnu,אִחַלְנוּ
Work,La-avod,לַעֲבוֹד,Oved/Ovedet,עוֹבֵד/עוֹבֶדֶת,Ovdim/Ovdot,עוֹבְדִים/עוֹבְדוֹת,Work,Avadti,עָבַדְתִּי,Avadta,עָבַדְתָּ,Avadt,עָבַדְתְּ,Avadtem,עֲבַדְתֶּם,Avadten,עֲבַדְתֶּן,Avdu,עָבְדוּ,Avdu,עָבְדוּ,Avad,עָבַד,Avda,עָבְדָה,Avadnu,עָבַדְנוּ
Write,Lich-tov,לִכְתּוֹב,Kotev/Kotevet,כּוֹתֵב/כּוֹתֶבֶת,Kotvim/Kotvot,כּוֹתְבִים/כּוֹתְבוֹת,Write,Katavti,כָּתַבְתִּי,Katavta,כָּתַבְתָּ,Katavt,כָּתַבְתְּ,Katavtem,כְּתַבְתֶּם,Katavten,כְּתַבְתֶּן,Katvu,כָּתְבוּ,Katvu,כָּתְבוּ,Katav,כָּתַב,Katva,כָּתְבָה,Katavnu,כָּתַבְנוּ
